treatyNum,prec1,prec3,prec4,oblig1,oblig2,oblig3,oblig4,oblig5,deleg1,deleg2,deleg3,flexibility,withdrawal
45186,n,183,y,n,n,n,1,n,y,n,n,n,n
45218,n,200,n,n,n,n,1,n,n,n,n,n,n
45235,y,316,y,n,n,n,1,n,n,n,n,n,n
45360,y,1575,n,y,n,n,3,n,n,y,n,n,n
45733,n,729,n,y,n,n,1,n,y,n,n,n,n
45809,n,206,y,n,n,n,1,n,n,n,n,n,n
4648,y,1338,n,n,y,n,5,n,n,n,n,n,n
46773,n,0,n,n,n,n,3,n,n,n,n,n,n
46816,n,0,n,n,n,n,3,n,n,n,n,n,n
46862,n,0,n,n,n,n,3,n,n,n,n,n,n
46875,n,0,n,n,n,n,3,n,n,n,n,n,n
46888,n,0,n,n,n,n,3,n,n,n,n,n,n
46903,n,0,n,n,n,n,3,n,n,n,n,n,n
46969,n,0,n,n,n,n,3,n,n,n,n,n,n
46982,n,0,n,n,n,n,3,n,n,n,n,n,n
47003,n,0,n,n,n,n,3,n,n,n,n,n,n
4704,y,1343,n,y,y,n,3,n,n,n,n,n,n
47047,n,0,n,n,n,n,3,n,n,n,n,n,n
47118,n,0,n,n,n,n,3,n,n,n,n,n,n
47119,n,0,n,n,n,n,3,n,n,n,n,n,n
4714,y,2928,y,y,y,n,4,n,n,n,n,y,n
47290,n,0,n,n,n,n,3,n,n,n,n,n,n
4739,y,4506,y,y,y,n,3,y,y,n,n,y,n
47421,n,0,n,n,n,n,3,n,n,n,n,n,n
4743,y,1736,y,n,y,n,3,n,y,n,n,n,n
47646,n,0,n,n,n,n,3,n,n,n,n,n,n
47647,n,0,n,n,n,n,3,n,n,n,n,n,n
47662,y,5834,y,y,y,y,4,y,y,n,n,y,n
47709,n,0,n,n,n,n,3,n,n,n,n,n,n
47742,y,1897,n,y,y,y,4,n,n,n,n,n,n
47778,n,0,n,n,n,n,3,n,n,n,n,n,n
47784,n,0,n,n,n,n,3,n,n,n,n,n,n
47799,n,0,n,n,n,n,3,n,n,n,n,n,n
47802,n,0,n,n,n,n,3,n,n,n,n,n,n
47946,n,0,n,n,n,n,3,n,n,n,n,n,n
47955,n,0,n,n,n,n,3,n,n,n,n,n,n
48008,n,0,n,n,n,n,3,n,n,n,n,n,n
48023,n,0,n,n,n,n,3,n,n,n,n,n,n
48025,n,0,n,n,n,n,3,n,n,n,n,n,n
48051,n,0,n,n,n,n,3,n,n,n,n,n,n
4813,n,0,n,n,n,n,3,n,n,n,n,n,n
4816,y,212,n,y,n,n,5,y,n,y,n,n,n
48207,n,0,n,n,n,n,3,n,n,n,n,n,n
48341,n,0,n,n,n,n,3,n,n,n,n,n,n
48426,n,0,n,n,n,n,3,n,n,n,n,n,n
48457,n,0,n,n,n,n,3,n,n,n,n,n,n
48507,n,0,n,n,n,n,3,n,n,n,n,n,n
48537,n,0,n,n,n,n,3,n,n,n,n,n,n
48793,n,0,n,n,n,n,3,n,n,n,n,n,n
48906,n,0,n,n,n,n,3,n,n,n,n,n,n
49011,n,0,n,n,n,n,3,n,n,n,n,n,n
49036,n,0,n,n,n,n,3,n,n,n,n,n,n
49131,n,0,n,n,n,n,3,n,n,n,n,n,n
49178,n,0,n,n,n,n,3,n,n,n,n,n,n
49183,n,0,n,n,n,n,3,n,n,n,n,n,n
49197,y,5835,y,y,y,n,3,y,y,n,y,y,n
49208,n,0,n,n,n,n,3,n,n,n,n,n,n
49222,n,0,n,n,n,n,3,n,n,n,n,n,n
49302,n,0,n,n,n,n,3,n,n,n,n,n,n
49359,n,0,n,n,n,n,3,n,n,n,n,n,n
49387,n,0,n,n,n,n,3,n,n,n,n,n,n
49428,n,0,n,n,n,n,3,n,n,n,n,n,n
49482,n,0,n,n,n,n,3,n,n,n,n,n,n
49510,n,0,n,n,n,n,3,n,n,n,n,n,n
49532,n,0,n,n,n,n,3,n,n,n,n,n,n
49545,n,0,n,n,n,n,3,n,n,n,n,n,n
49598,n,269,n,n,n,n,3,n,n,n,n,n,n
49613,n,0,n,n,n,n,3,n,n,n,n,n,n
49654,n,0,n,n,n,n,3,n,n,n,n,n,n
49666,n,0,n,n,n,n,3,n,n,n,n,n,n
49697,n,0,n,n,n,n,3,n,n,n,n,n,n
49871,n,0,n,n,n,n,3,n,n,n,n,n,n
49893,n,0,n,n,n,n,3,n,n,n,n,n,n
50016,y,31057,y,n,n,n,1,n,n,y,n,n,n
5005,y,4709,n,y,y,y,3,y,n,n,n,n,n
50151,n,0,n,n,n,n,3,n,n,n,n,n,n
502,y,188,n,n,n,n,4,n,n,n,n,y,n
50274,n,0,n,n,n,n,3,n,n,n,n,n,n
50279,n,0,n,n,n,n,3,n,n,n,n,n,n
50333,n,246,n,n,n,n,1,n,n,n,n,n,n
50403,n,214,n,n,n,n,3,n,n,n,n,n,n
50553,y,9357,y,y,y,y,4,y,y,n,y,y,n
50628,n,239,n,n,n,n,1,n,y,n,n,n,n
50712,n,260,n,n,n,n,1,n,y,n,n,n,n
50725,n,241,y,n,n,n,1,n,n,n,n,n,n
50817,n,1633,n,n,n,n,2,n,n,y,n,n,n
50857,y,1953,n,y,n,n,3,y,n,n,n,y,n
50868,y,204,n,n,n,n,3,n,n,n,n,n,n
51015,y,3983,y,y,y,n,4,n,y,y,n,n,n
51166,n,230,n,y,n,n,1,n,n,n,n,n,n
51263,y,7008,y,y,y,n,4,y,y,n,n,n,n
51330,y,180,n,n,n,n,1,n,n,n,n,n,n
51337,n,1053,n,n,n,n,3,n,n,n,n,n,n
51641,n,231,n,n,n,n,3,n,n,n,n,n,n
51686,y,1899,y,y,y,n,3,n,y,n,y,n,n
51732,n,2326,n,n,n,n,1,n,n,n,n,n,n
51806,n,14534,y,n,y,n,1,n,n,n,n,n,n
51847,n,2698,y,n,n,n,1,n,n,n,n,n,n
51875,y,1484,n,n,n,n,3,n,n,n,n,n,n
51960,n,209,n,n,n,n,1,n,n,n,n,n,n
51966,y,952,n,y,n,n,4,n,n,n,n,n,n
5211,n,16,n,n,n,n,3,n,n,n,n,n,n
52241,n,213,n,n,n,n,1,n,n,n,n,n,n
52251,n,210,n,n,n,n,1,n,n,n,n,n,n
52345,n,277,y,n,n,n,1,n,n,n,n,n,n
52458,n,215,n,n,n,n,1,n,n,n,n,n,n
52637,y,218,n,n,n,n,1,n,n,n,n,n,n
52653,y,226,n,n,n,n,1,n,n,n,n,n,n
5266,y,4807,y,y,y,n,4,y,y,y,n,y,n
52801,n,246,n,n,n,n,1,n,n,n,n,n,n
53209,y,2936,n,y,n,n,2,y,n,n,n,y,n
53248,n,5123,y,n,n,n,1,n,n,y,n,n,n
53307,y,229,n,n,n,n,1,n,n,n,n,n,n
53330,y,252,n,n,y,n,1,n,n,n,n,n,n
53339,y,207,y,n,n,n,1,n,n,n,n,n,n
53398,n,205,n,n,n,n,3,n,n,n,n,n,n
53484,n,226,n,n,n,n,1,n,n,n,n,n,n
53565,n,220,y,n,n,n,1,n,n,n,n,n,n
53594,y,251,y,n,n,n,1,n,n,n,n,n,n
53646,n,210,y,n,n,n,3,n,n,n,n,n,n
53771,n,241,n,n,n,n,1,n,n,n,n,n,n
54051,n,172,n,n,n,n,1,n,n,n,n,n,n
54339,n,269,n,n,n,n,3,n,n,n,n,n,n
54387,n,164,y,n,n,n,3,n,n,n,n,n,n
54415,n,195,n,n,n,n,1,n,n,n,n,n,n
54452,n,241,y,n,n,n,1,n,n,n,n,n,n
54557,n,177,n,n,n,n,1,n,n,n,n,n,n
54615,n,198,n,n,n,n,1,n,n,n,n,n,n
54644,n,213,n,n,n,n,1,n,n,n,n,n,n
54682,y,281,y,n,n,n,1,n,n,n,n,n,n
55 (a),y,830,n,n,n,n,4,n,n,n,n,y,n
5563,y,1243,y,y,y,n,4,n,n,n,n,n,n
5610,y,8946,y,y,y,n,3,y,y,n,n,y,n
5645,y,1435,n,y,n,n,4,y,n,n,n,n,n
5670,y,2148,y,y,n,n,4,n,y,n,n,n,n
5680,y,729,n,n,y,n,4,n,n,n,n,n,n
5722,y,672,y,n,y,n,4,n,n,n,n,n,n
5792,y,8279,y,y,y,n,3,n,y,n,n,n,n
5820,y,1769,n,n,n,n,4,n,n,n,n,n,n
585,y,944,n,n,y,n,4,n,n,n,n,n,n
5855,y,964,y,y,y,n,3,n,n,n,n,n,n
586,y,964,n,n,y,n,4,n,n,n,n,n,n
588,y,983,n,n,y,n,4,n,n,n,n,n,n
589,y,1248,n,n,y,n,4,n,n,n,n,n,n
590,y,833,n,n,y,n,4,n,n,n,n,n,n
592,y,1067,n,n,y,n,4,n,n,n,n,n,n
5926,y,1851,y,y,n,n,4,n,n,y,n,n,n
593,y,758,n,n,y,n,4,n,n,n,n,n,n
5949,y,778,n,n,y,n,5,n,n,n,n,n,n
598,y,1055,n,n,y,n,4,n,n,n,n,n,n
5983,y,1803,y,n,n,n,4,n,n,n,n,n,n
6009,y,1474,y,n,n,n,4,n,n,n,n,n,n
601,y,1180,y,n,y,n,4,y,y,n,n,n,n
603,y,888,n,n,y,n,4,n,n,n,n,n,n
604,y,1159,n,n,y,n,4,n,y,n,n,n,n
6064,y,1069,n,n,y,n,4,n,n,n,n,n,n
607,y,1304,n,y,y,n,4,y,n,n,n,n,n
609,y,932,n,n,y,y,4,n,n,n,n,n,n
6099,n,3,n,n,n,n,3,n,n,n,n,n,n
6119,y,2082,y,n,y,n,4,n,n,n,n,y,n
614,y,2823,n,n,y,n,4,y,n,n,n,y,n
615,y,1471,n,n,y,n,4,y,n,n,n,n,n
6186,n,0,n,n,n,n,3,n,n,n,n,n,n
622,y,2231,n,y,y,n,4,y,n,y,n,n,n
623,y,1218,n,n,y,n,4,n,n,n,n,n,n
624,y,1077,y,n,y,n,4,y,y,n,n,n,n
625,y,893,n,n,y,n,3,n,n,n,n,n,n
626,y,1453,n,y,y,n,4,y,n,y,n,n,n
630,y,2183,n,n,y,n,3,y,n,n,n,y,n
631,y,1120,n,n,y,y,4,n,n,n,n,n,n
634,y,1316,n,y,y,n,4,n,n,n,n,y,n
635,y,818,n,n,y,n,4,n,n,n,n,n,n
636,y,1295,y,n,y,n,4,y,n,n,n,n,n
637,y,1669,y,n,y,n,4,n,n,n,n,n,n
6378,y,405,n,y,n,n,5,n,n,n,n,n,n
638,y,2228,y,n,y,n,4,n,n,n,n,n,n
639,y,2545,n,y,y,n,4,n,n,n,n,y,n
640,y,876,n,n,y,y,4,n,n,n,n,y,n
6466,y,1895,y,y,n,n,4,n,n,y,n,y,n
6469,y,1266,n,n,y,n,4,y,n,n,n,n,n
6482,y,1336,n,y,n,n,4,y,n,n,n,n,n
6543,y,16180,y,y,n,n,4,y,n,y,n,y,n
6555,y,8701,y,y,y,n,4,y,y,n,n,y,n
6556,y,209,n,n,n,n,3,n,n,n,n,n,n
6644,y,943,n,n,n,n,3,y,n,n,n,n,n
6680,y,798,n,n,n,n,4,n,n,n,n,n,n
67,y,8275,y,y,y,n,4,y,y,n,n,y,n
6727,y,1643,y,y,y,n,4,n,y,y,n,n,n
6733,y,1128,y,y,n,n,4,y,n,y,n,n,n
6762,y,2161,y,n,n,n,4,n,n,n,n,n,n
6813,y,515,n,y,n,n,4,n,n,n,n,n,n
6857,n,2,n,n,n,n,3,n,n,n,n,n,n
6858,n,2,n,n,n,n,3,n,n,n,n,n,n
6862,y,3066,y,y,y,n,4,y,n,n,n,y,n
6934,y,6284,y,y,n,y,4,y,n,y,n,y,n
698,y,1136,y,y,n,n,4,n,y,y,n,n,n
6998,y,2847,y,n,y,n,4,n,n,n,n,n,n
7017,y,418,n,n,n,n,3,n,n,n,n,n,n
709,y,1797,y,y,n,n,4,n,n,n,n,y,n
710,y,1147,y,y,n,n,4,y,n,n,n,n,n
7132,y,594,y,n,n,n,4,n,n,n,n,n,n
714,y,778,n,n,y,n,4,n,n,n,n,n,n
7173,n,21,n,n,n,n,3,n,n,n,n,n,n
7190,y,2353,y,n,n,n,5,n,n,n,n,n,n
720,y,752,y,n,y,n,4,n,n,n,n,n,n
7215,y,1139,y,n,y,n,4,n,y,n,n,n,n
7228,y,944,y,n,y,n,4,n,n,n,n,n,n
7238,y,1673,n,n,y,n,5,y,n,n,n,n,n
7264,y,715,y,y,n,n,4,n,n,y,n,y,n
7288,y,436,n,n,y,n,3,n,n,n,n,n,n
7295,y,1666,y,y,n,n,4,n,n,y,n,n,n
7298,n,1,n,n,n,n,3,n,n,n,n,n,n
7302,y,2844,y,n,n,n,5,n,n,n,n,y,n
7363,y,2627,y,n,n,n,4,y,n,n,n,n,n
7384,y,1728,n,y,n,n,4,n,n,n,n,n,n
7401,y,10638,y,y,n,n,3,n,y,y,n,n,n
7411,y,918,n,n,n,n,4,y,n,n,n,n,n
7473,y,2436,y,n,n,n,3,n,n,n,n,n,n
7477,y,7108,y,n,y,n,4,n,n,n,n,y,n
7652,y,251,n,n,n,n,2,y,n,n,n,n,n
7659,y,5155,y,y,y,n,3,y,y,n,n,y,n
7690,y,239,n,n,n,n,4,n,n,n,n,n,n
7764,y,1678,y,n,n,n,4,n,n,n,n,n,n
7787,n,0,n,n,n,n,3,n,n,n,n,n,n
7813,y,1639,y,y,y,n,4,n,n,n,n,n,n
7825,y,1656,n,y,y,n,4,n,n,n,n,n,n
7838,n,31,n,n,n,n,3,n,n,n,n,n,n
7892,n,1,n,n,n,n,3,n,n,n,n,n,n
7907,y,1261,n,y,n,n,4,n,n,n,n,n,n
7962,y,1316,y,y,y,n,4,n,n,n,n,n,n
7986,y,2611,n,n,y,n,3,y,y,n,n,n,n
7987,y,493,n,y,n,n,4,n,n,n,n,n,n
8008,y,1332,n,n,n,n,4,n,n,n,n,n,n
814,y,14012,y,y,y,y,4,y,y,y,n,y,n
8161,y,1297,y,y,n,n,4,y,n,n,n,n,n
8164,y,2984,y,y,n,n,4,n,n,n,n,y,n
8190,n,8,n,n,n,n,3,n,n,n,n,n,n
8265,y,2753,y,n,y,n,4,n,n,n,n,n,n
8394,y,1434,n,n,y,n,4,y,n,n,n,n,n
8405,y,1145,n,n,y,n,4,y,n,n,n,n,n
8460,y,2420,y,n,n,n,4,n,n,n,n,n,n
8523,y,376,n,n,y,n,3,y,n,n,n,n,n
8572,y,1192,n,y,n,n,4,y,y,n,n,n,n
8580,y,1756,y,y,n,n,4,n,y,y,n,n,n
8640,y,1246,n,y,n,n,4,n,y,y,n,n,n
8644,y,2005,n,y,n,n,5,n,n,n,n,y,n
8687,n,1,n,n,n,n,3,n,n,n,n,n,n
8755,y,1062,n,y,n,n,4,y,n,n,n,n,n
8768,y,1566,n,n,y,n,4,n,n,n,n,n,n
8769,y,484,n,n,n,n,4,n,n,n,n,n,n
8790,y,629,n,n,n,n,4,n,n,n,n,y,n
8836,y,931,n,n,y,n,4,n,n,n,n,n,n
8844,y,6875,y,y,y,y,4,y,y,n,n,y,n
8851,y,3410,y,y,y,n,4,y,y,n,n,y,n
8904,y,12108,y,y,y,y,2,n,y,n,n,n,n
8955,y,412,n,n,n,n,4,n,n,n,n,n,n
898,y,1609,n,n,y,n,3,n,n,n,n,y,n
9033,y,611,n,n,n,n,3,y,n,n,n,n,n
904,y,2659,y,n,y,n,3,y,n,n,n,y,n
9065,y,1846,y,n,n,n,4,n,n,n,n,y,n
9067,y,2186,n,y,n,n,4,n,n,n,n,y,n
9070,y,815,y,y,y,n,4,y,n,y,n,n,n
9221,y,1332,y,n,y,n,4,n,y,n,n,y,n
9250,y,793,y,y,y,n,4,n,y,n,n,n,n
9258,y,632,y,y,y,n,5,n,n,n,n,n,n
9281,y,10312,y,y,y,n,4,y,n,y,n,n,n
9295,n,51,n,n,n,n,3,n,n,n,n,n,n
9321,y,1250,y,n,n,n,4,n,n,n,n,n,n
9344,y,1124,n,n,y,n,3,n,n,n,n,n,n
9369,y,13972,y,y,y,n,3,y,y,n,n,y,n
9391,y,384,n,y,n,n,5,y,n,n,n,n,n
9397,n,0,n,n,n,n,3,n,n,n,n,n,n
9481,y,692,n,y,y,n,4,y,n,n,n,n,n
955,y,2276,n,n,y,n,4,n,n,n,n,n,n
9584,n,237,n,n,n,n,5,n,n,n,n,n,n
9587,y,2791,y,n,y,n,4,n,y,n,n,n,n
9675,n,17,n,n,n,n,3,n,n,n,n,n,n
9676,y,928,y,n,n,n,4,y,n,n,n,n,n
9740,y,1121,y,y,n,n,4,n,n,n,n,n,n
9755,y,351,n,n,n,n,4,n,n,n,n,n,n
9821,y,347,n,n,n,n,5,n,n,n,n,n,n
9958,y,1841,y,y,y,n,4,n,y,n,n,n,n
Amazon cooperation,y,3388,y,n,y,n,4,n,y,n,n,y,n
EEC,y,15799,y,y,y,y,4,y,y,y,n,y,n
ILO,y,3489,y,y,y,n,3,y,y,y,n,n,n
LoN,y,2039,y,y,y,n,4,y,n,y,n,y,n
OAU,y,1141,n,y,n,n,4,n,n,n,n,n,n
